PUBLIC;ACADEMIC_Y;COURSE_NAME;COURSE_ACCESS_CONNECTION;COURSE_ACCESS_MINUTES;COURSE_INTERACTIONS;FIRST_COURSE_ACCESS;LAST_COURSE_ACCESS;T_EXE_SUBMISSION_COUNT;RATING_S1Q1;RANK_S1Q1;TOTAL_STUDENTS_NUMBER;S1Q1_EXE_SUBMISSION_COUNT;FIRST_S1Q1_EXE_SUBMISSION;LAST_S1Q1_EXE_SUBMISSION;RATING_S2Q1;DIFF_RATING_S2Q1;RANK_S2Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S2Q1;S2Q1_EXE_SUBMISSION_COUNT;FIRST_S2Q1_EXE_SUBMISSION;LAST_S2Q1_EXE_SUBMISSION;RATING_S3Q1;DIFF_RATING_S3Q1;RANK_S3Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S3Q1;S3Q1_EXE_SUBMISSION_COUNT;FIRST_S3Q1_EXE_SUBMISSION;LAST_S3Q1_EXE_SUBMISSION;RATING_S4Q1;DIFF_RATING_S4Q1;RANK_S4Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S4Q1;S4Q1_EXE_SUBMISSION_COUNT;FIRST_S4Q1_EXE_SUBMISSION;LAST_S4Q1_EXE_SUBMISSION;RATING_S5Q1;DIFF_RATING_S5Q1;RANK_S5Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S5Q1;S5Q1_EXE_SUBMISSION_COUNT;FIRST_S5Q1_EXE_SUBMISSION;LAST_S5Q1_EXE_SUBMISSION;RATING_S6Q1;DIFF_RATING_S6Q1;RANK_S6Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S6Q1;S6Q1_EXE_SUBMISSION_COUNT;FIRST_S6Q1_EXE_SUBMISSION;LAST_S6Q1_EXE_SUBMISSION;RATING_S7Q1;DIFF_RATING_S7Q1;RANK_S7Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S7Q1;S7Q1_EXE_SUBMISSION_COUNT;FIRST_S7Q1_EXE_SUBMISSION;LAST_S7Q1_EXE_SUBMISSION;RATING_S8Q1;DIFF_RATING_S8Q1;RANK_S8Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S8Q1;S8Q1_EXE_SUBMISSION_COUNT;FIRST_S8Q1_EXE_SUBMISSION;LAST_S8Q1_EXE_SUBMISSION;RATING_S9Q1;DIFF_RATING_S9Q1;RANK_S9Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S9Q1;S9Q1_EXE_SUBMISSION_COUNT;FIRST_S9Q1_EXE_SUBMISSION;LAST_S9Q1_EXE_SUBMISSION;RATING_S10Q1;DIFF_RATING_S10Q1;RANK_S10Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S10Q1;S10Q1_EXE_SUBMISSION_COUNT;FIRST_S10Q1_EXE_SUBMISSION;LAST_S10Q1_EXE_SUBMISSION;RATING_FINAL_EXAM;DIFF_RATING_FINAL_EXAM;RANK_FINAL_EXAM;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_FINAL_EXAM;FE_EXE_SUBMISSION_COUNT;FIRST_FE_EXE_SUBMISSION;LAST_FE_EXE_SUBMISSION;AVG_RATING;RANK;TOTAL_STUDENTS_NUMBER;ACTIVITY_ORIENTED_INVESTMENT;INTERACTION_ORIENTED_INVESTMENT;COURSE_ACCESS_CONNECTION_ORIENTED_INVESTMENT;COURSE_ACCESS_COUNT_ORIENTED_INVESTMENT;ENGAGEMENT;DIFFICULTY
BTS_SIO SLAM ;2021_2022;Python;5;371;136;2022-01-03 02:30:57.472 ;2022-04-12 23:29:50.185 ;4;100;1;15;2;2022-02-15 04:53:09.909 ;2022-02-15 04:56:49.295 ;70;-30;5;15;4;1;2022-02-15 04:58:33.598 ;2022-02-15 04:58:33.598 ;35;-35;6;15;1;1;2022-02-15 05:03:15.602 ;2022-02-15 05:03:15.602 ;0;-35;15;15;9;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;51,25;7;15;75;70,10309278;37,89581205;35,71428571;47,90439685;E-P+
BTS_SIO SLAM ;2021_2022;Python;2;81;62;2022-02-15 04:47:11.271 ;2022-02-15 06:23:26.811 ;3;50;13;15;3;2022-02-15 04:49:05.428 ;2022-02-15 04:49:45.869 ;0;-50;15;15;2;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12,5;15;15;25;31,95876289;8,273748723;14,28571429;18,17274197;E-P-
BTS_SIO SLAM ;2021_2022;Python;8;254;91;2022-01-16 23:33:29.811 ;2022-05-10 23:52:53.013 ;4;83,33;6;15;3;2022-01-17 00:28:50.857 ;2022-01-17 00:31:06.815 ;60;-23,33;7;15;1;1;2022-02-15 04:58:09.211 ;2022-02-15 04:58:09.211 ;0;-60;15;15;8;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;35,8325;11;15;50;46,90721649;25,94484168;57,14285714;43,33163844;E-P-
BTS_SIO SLAM ;2021_2022;Python;10;276;93;2022-01-03 02:31:45.430 ;2022-05-30 14:57:58.653 ;3;83,33;6;15;1;2022-01-17 01:33:24.868 ;2022-01-17 01:33:24.868 ;50;-33,33;8;15;2;2;2022-01-17 02:34:40.646 ;2022-01-17 02:38:43.161 ;0;-50;15;15;7;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;33,3325;11;15;50;47,93814433;28,19203269;71,42857143;49,18624948;E-P-
BTS_SIO SLAM ;2021_2022;Python;11;70;108;2022-01-03 02:27:08.959 ;2022-05-30 08:01:32.837 ;4;83,33;6;15;1;2022-01-16 23:19:27.802 ;2022-01-16 23:19:27.802 ;90;6,67;2;15;-4;1;2022-01-16 23:23:30.844 ;2022-01-16 23:23:30.844 ;90;0;2;15;0;1;2022-01-16 23:32:40.377 ;2022-01-16 23:32:40.377 ;90;0;1;15;-1;1;2022-02-16 04:24:50.923 ;2022-02-16 04:24:50.923 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;88,3325;3;15;100;55,67010309;7,150153218;78,57142857;47,13056163;E-P+
BTS_SIO SLAM ;2021_2022;Python;11;303;162;2022-01-16 23:40:19.939 ;2022-04-12 04:02:10.875 ;1;50;13;15;1;2022-01-17 01:06:25.451 ;2022-01-17 01:06:25.451 ;0;-50;15;15;2;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12,5;15;15;25;83,50515464;30,94994893;78,57142857;64,34217738;E+P-
BTS_SIO SLAM ;2021_2022;Python;12;979;194;2022-01-03 02:27:07.927 -;2022-04-11 00:07:46.005 ;7;100;1;15;6;2022-02-14 13:31:56.924 ;2022-02-15 04:19:27.852 ;0;-100;15;15;14;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;25;12;15;25;100;100;85,71428571;95,23809524;E+P-
BTS_SIO SLAM ;2021_2022;Python;5;187;129;2022-01-03 02:29:45.788 ;2022-05-11 08:14:36.629 ;4;100;1;15;1;2022-01-17 00:33:56.007 ;2022-01-17 00:33:56.007 ;90;-10;2;15;1;2;2022-01-17 01:38:39.187 ;2022-01-17 01:46:15.910 ;85;-5;3;15;1;1;2022-01-17 01:51:26.179 ;2022-01-17 01:51:26.179 ;0;-85;15;15;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;68,75;5;15;75;66,49484536;19,1011236;35,71428571;40,43675156;E-P+
BTS_SIO SLAM ;2021_2022;Python;11;80;110;2022-01-03 02:29:06.974 ;2022-04-27 05:48:54.811 ;4;100;1;15;2;2022-02-15 04:54:31.518 ;2022-02-15 04:55:51.201 ;50;-50;8;15;7;2;2022-02-15 04:58:29.133 ;2022-02-15 05:00:18.312 ;0;-50;15;15;7;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;37,5;10;15;50;56,70103093;8,171603677;78,57142857;47,81468773;E-P-
BTS_SIO SLAM ;2021_2022;Python;14;373;188;2022-01-03 02:30:47.222 ;2022-04-27 03:28:19.974 ;7;100;1;15;2;2022-01-17 00:39:23.992 ;2022-02-15 04:20:10.333 ;90;-10;2;15;1;3;2022-01-17 01:53:24.325 ;2022-01-17 01:57:12.115 ;100;10;1;15;-1;1;2022-02-15 06:08:12.911 ;2022-02-15 06:08:12.911 ;0;-100;15;15;14;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;72,5;5;15;75;96,90721649;38,10010215;100;78,33577288;E+P+
BTS_SIO SLAM ;2021_2022;Python;10;128;89;2022-01-03 02:31:30.440 ;2022-05-17 01:23:45.070 ;2;83,33;6;15;1;2022-02-15 04:52:48.640 ;2022-02-15 04:52:48.640 ;0;-83,33;15;15;9;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20,8325;13;15;25;45,87628866;13,07456588;71,42857143;43,45980866;E-P-
BTS_SIO SLAM ;2021_2022;Python;14;256;123;2022-01-03 02:29:15.017 ;2022-05-11 03:49:43.537 ;3;83,33;6;15;1;2022-01-17 02:03:57.839 ;2022-01-17 02:03:57.839 ;100;16,67;1;15;-5;1;2022-01-17 02:43:13.969 ;2022-01-17 02:43:13.969 ;50;-50;5;15;4;1;2022-02-15 04:44:20.192 ;2022-02-15 04:44:20.192 ;0;-50;15;15;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;58,3325;7;15;75;63,40206186;26,14913177;100;63,18373121;E+P+
BTS_SIO SLAM ;2021_2022;Python;9;565;186;2022-01-03 02:35:18.121 -;2022-04-10 23:28:06.925 ;8;83,33;6;15;6;2022-01-17 01:26:53.504 ;2022-02-14 23:50:20.000 ;70;-13,33;5;15;-1;1;2022-02-15 04:47:41.789 ;2022-02-15 04:47:41.789 ;70;0;4;15;-1;1;2022-02-15 05:47:30.180 ;2022-02-15 05:47:30.180 ;0;-70;15;15;11;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;55,8325;8;15;75;95,87628866;57,71195097;64,28571429;72,62465131;E+P+
BTS_SIO SLAM ;2021_2022;Python;8;346;96;2022-01-03 02:27:21.692;2022-04-11 00:09:38.880 ;3;83,33;6;15;2;2022-01-17 01:31:47.340 ;2022-01-17 01:33:05.959 ;0;-83,33;15;15;9;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20,8325;13;15;25;49,48453608;35,3421859;57,14285714;47,32319304;E-P-
BTS_SIO SLAM ;2021_2022;Python;7;232;68;2022-01-03 02:27:28.364;2022-03-29 23:35:26.179 ;1;50;13;15;1;2022-02-15 04:42:51.723 ;2022-02-15 04:42:51.723 ;0;-50;15;15;2;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;0;0;15;15;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12,5;15;15;25;35,05154639;23,69765066;50;36,24973235;E-P-
BTS_SIO SLAM ;2021_2022;Python;27;352;152;2021-09-14 06:20:18.576 ;2022-05-09 01:00:55.733 ;5;100;1;8;2;2022-01-17 00:24:21.076 ;2022-01-17 00:26:29.548 ;90;-10;1;8;0;2;2022-01-17 00:57:20.091 ;2022-01-17 01:00:29.993 ;90;0;1;8;0;1;2022-01-17 01:38:45.649 ;2022-01-17 01:38:45.649 ;80;-10;1;8;0;1;2022-02-14 05:00:53.188 ;2022-02-14 05:00:53.188 ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;90;1;8;100;74,87684729;40,45977011;100;71,77887247;E+P+
BTS_SIO SLAM ;2021_2022;Python;21;294;119;2021-09-14 06:14:13.680 ;2022-04-26 23:16:52.222 ;1;66,67;7;8;1;2022-01-17 01:43:37.079 ;2022-01-17 01:43:37.079 ;0;-66,67;8;8;1;0;NULL;NULL;0;0;8;8;0;0;NULL;NULL;0;0;8;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16,6675;8;8;25;58,62068966;33,79310345;77,77777778;56,73052363;E+P-
BTS_SIO SLAM ;2021_2022;Python;13;148;144;2021-09-14 06:14:09.957 ;2022-05-11 01:41:34.584 ;3;83,33;4;8;1;2022-01-17 01:13:07.276 ;2022-01-17 01:13:07.276 ;80;-3,33;2;8;-2;1;2022-01-17 02:29:20.087 ;2022-01-17 02:29:20.087 ;75;-5;4;8;2;1;2022-01-17 02:43:17.569 ;2022-01-17 02:43:17.569 ;0;-75;8;8;4;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;59,5825;5;8;75;70,93596059;17,01149425;48,14814815;45,365201;E-P+
BTS_SIO SLAM ;2021_2022;Python;23;870;203;2021-09-14 06:14:16.024 ;2022-04-13 04:02:56.763 ;3;83,33;4;8;1;2022-01-17 00:26:24.457 ;2022-01-17 00:26:24.457 ;70;-13,33;5;8;1;1;2022-01-17 00:29:31.868 ;2022-01-17 00:29:31.868 ;85;15;3;8;-2;1;2022-01-17 01:43:04.492 ;2022-01-17 01:43:04.492 ;0;-85;8;8;5;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;59,5825;5;8;75;100;100;85,18518519;95,0617284;E+P+
BTS_SIO SLAM ;2021_2022;Python;22;138;158;2021-09-14 06:14:42.852 ;2022-05-12 09:36:22.533 ;9;100;1;8;3;2022-01-17 00:49:31.772 ;2022-01-17 00:53:28.241 ;80;-20;2;8;1;5;2022-01-17 00:56:25.786 ;2022-01-17 01:21:03.952 ;65;-15;5;8;3;1;2022-01-17 01:26:37.254 ;2022-01-17 01:26:37.254 ;0;-65;8;8;3;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;61,25;4;8;75;77,83251232;15,86206897;81,48148148;58,39202092;E+P+
BTS_SIO SLAM ;2021_2022;Python;20;160;124;2021-09-14 06:15:05.375 ;2022-06-03 02:12:11.846 ;3;100;1;8;2;2022-05-22 04:20:57.197 ;2022-05-22 04:21:31.281 ;50;-50;6;8;5;1;2022-05-22 04:25:22.023 ;2022-05-22 04:25:22.023 ;0;-50;8;8;2;0;NULL;NULL;0;0;8;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;37,5;6;8;50;61,08374384;18,3908046;74,07407407;51,18287417;E+P-
BTS_SIO SLAM ;2021_2022;Python;11;248;82;2021-09-14 06:14:09.685;2022-05-30 03:10:43.248 ;3;50;8;8;2;2022-02-14 05:24:43.909 ;2022-02-14 05:25:15.269 ;0;-50;8;8;0;0;NULL;NULL;0;0;8;8;0;0;NULL;NULL;0;0;8;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12,5;8;8;75;40,39408867;28,50574713;40,74074074;36,54685885;E-P-
BTS_SIO SLAM ;2021_2022;Python;21;171;162;2021-09-14 06:15:46.839 ;2022-04-25 04:03:08.960 ;5;83,33;4;8;3;2022-01-17 01:01:22.685 ;2022-01-17 01:05:12.227 ;80;-3,33;2;8;-2;1;2022-01-17 01:39:25.828 ;2022-01-17 01:39:25.828 ;90;10;1;8;-1;1;2022-01-17 01:52:48.063 ;2022-01-17 01:52:48.063 ;0;-90;8;8;7;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;63,3325;4;8;75;79,80295567;19,65517241;77,77777778;59,07863529;E+P+
M2I_GREEN;2021_2022;Python;5;903;203;2022-03-15 01:05:07.640 -;2022-06-08 03:04:48.735 ;12;83,33;7;22;5;2022-03-18 00:40:53.192 ;2022-03-18 00:48:23.809 ;90;6,67;4;22;-3;2;2022-03-18 02:30:34.646 ;2022-03-18 02:35:15.233 ;100;10;1;22;-3;4;2022-03-28 01:18:33.545 ;2022-03-28 02:29:48.478 ;80;-20;6;22;5;1;2022-06-08 02:38:14.801 ;2022-06-08 02:38:14.801 ;0;-80;22;22;16;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;44,16625;13;22;50;61,51515152;53,21154979;41,66666667;52,13112266;E+P-
M2I_GREEN;2021_2022;Python;5;646;231;2022-03-15 01:05:11.933 ;2022-06-08 08:11:39.520 ;14;83,33;7;22;5;2022-03-17 03:03:18.965 ;2022-03-17 03:21:22.047 ;100;16,67;1;22;-6;1;2022-03-17 04:11:00.752 ;2022-03-17 04:11:00.752 ;80;-20;9;22;8;1;2022-06-08 04:02:56.484 ;2022-06-08 04:02:56.484 ;90;10;1;22;-8;1;2022-06-08 05:45:50.912 ;2022-06-08 05:45:50.912 ;75;-15;5;22;4;6;2022-06-08 06:43:38.887 ;2022-06-08 08:07:39.008 ;0;-75;22;22;17;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;53,54125;11;22;62,5;70;38,06717737;41,66666667;49,91128135;E-P+
M2I_GREEN;2021_2022;Python;5;210;130;2022-03-15 01:05:47.789 ;2022-03-28 04:50:17.279 ;7;100;1;22;4;2022-03-17 03:25:20.732 ;2022-03-17 03:27:35.544 ;80;-20;9;22;8;2;2022-03-18 05:48:23.367 ;2022-03-18 05:50:05.984 ;70;-10;12;22;3;1;2022-03-28 02:39:06.543 ;2022-03-28 02:39:06.543 ;0;-70;22;22;10;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;0;0;22;22;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31,25;17;22;37,5;39,39393939;12,37477902;41,66666667;31,14512836;E-P-
